age,gender,education,country,ethnicity,alcohol,amphet,amyl,benzos,caff,canabis,choc,coke,crack,ecstasy,heroin,ketamine,legalh,lsd,meth,mushrooms,nicotine,semer,vsa
-0.07854,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,0.48246,-0.05921,0.21128,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.07854,0.48246,0.45468,0.24923,-0.31685,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
-0.07854,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
0.49788,-0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.07854,0.48246,1.16365,-0.28519,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
0.49788,0.48246,-0.61113,0.96082,-0.31685,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
-0.95197,0.48246,0.45468,0.96082,-0.31685,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
-0.07854,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.49788,0.48246,0.45468,0.96082,-0.31685,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
1.82213,-0.48246,0.45468,0.96082,-0.31685,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1.09449,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,-0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,-0.05921,0.96082,-0.31685,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2.59171,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,-0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.07854,0.48246,-0.05921,0.96082,-0.31685,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,-1.7379,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.95197,0.48246,-1.22751,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,-1.22751,-0.28519,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.95197,0.48246,-0.61113,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
-0.07854,0.48246,0.45468,0.96082,-0.31685,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0
0.49788,-0.48246,0.45468,0.96082,-0.31685,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,-0.61113,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.07854,0.48246,-0.05921,0.96082,-0.31685,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,-0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,1.98437,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,-0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.95197,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,0.48246,1.98437,0.96082,-0.31685,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
-0.07854,-0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.49788,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.95197,0.48246,-0.61113,0.96082,-0.31685,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,-0.48246,1.98437,0.96082,-0.31685,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0
2.59171,-0.48246,1.98437,0.96082,-0.31685,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.59171,-0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.82213,-0.48246,0.45468,0.96082,-0.31685,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,-0.48246,1.16365,0.96082,-0.50212,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.82213,0.48246,-2.43591,0.96082,-0.31685,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.95197,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,0.45468,0.96082,-1.10702,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.82213,-0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,-0.48246,-0.05921,0.96082,-1.10702,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,1.16365,0.96082,-1.10702,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1.82213,-0.48246,1.98437,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,0.45468,0.96082,-0.31685,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0
0.49788,-0.48246,1.16365,0.96082,-0.31685,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.49788,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.82213,-0.48246,1.98437,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,-0.48246,-0.61113,0.96082,-0.31685,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0
1.09449,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,-0.48246,1.16365,0.96082,-0.31685,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.82213,-0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,-0.61113,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,-0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,-0.48246,-0.05921,-0.28519,-0.31685,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
0.49788,-0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,-0.48246,1.16365,0.96082,-0.31685,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,-0.48246,-0.61113,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.07854,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.49788,0.48246,-0.05921,0.96082,-1.10702,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,-0.61113,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.95197,0.48246,-1.43719,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,-0.48246,-0.05921,0.96082,-0.31685,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2.59171,0.48246,-1.7379,0.96082,-0.31685,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,-0.05921,-0.57009,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,-0.61113,-0.57009,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.49788,0.48246,1.98437,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.82213,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1.09449,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,0.45468,0.96082,-0.31685,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,-0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,-0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,-1.22751,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,-0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.95197,0.48246,-1.7379,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.95197,0.48246,-1.22751,0.21128,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,0.48246,1.98437,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.82213,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.49788,-0.48246,0.45468,0.96082,-1.10702,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.07854,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,-1.7379,0.96082,0.1144,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,-0.61113,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.95197,0.48246,0.45468,0.96082,-0.31685,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
1.09449,-0.48246,-1.43719,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,1.98437,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,-0.48246,-1.22751,0.96082,-0.31685,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1.09449,-0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,-0.05921,0.96082,-0.31685,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,-0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,0.48246,-0.05921,0.96082,-0.31685,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,-0.48246,-2.43591,0.96082,-0.31685,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0
1.82213,0.48246,-1.22751,0.24923,-0.31685,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.95197,0.48246,-0.61113,0.96082,-0.31685,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1
2.59171,-0.48246,-0.61113,0.24923,-0.31685,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.59171,0.48246,-1.7379,0.24923,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.07854,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,0.48246,1.16365,0.96082,-1.10702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,0.48246,-0.05921,0.24923,-0.31685,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
0.49788,-0.48246,1.98437,0.96082,-0.31685,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
1.82213,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.82213,0.48246,-0.05921,0.96082,-0.31685,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.95197,0.48246,-2.43591,0.96082,-0.31685,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
0.49788,0.48246,1.16365,0.96082,-0.31685,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.49788,0.48246,0.45468,0.96082,-0.31685,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0
1.09449,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
1.09449,-0.48246,1.16365,0.96082,-0.31685,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1.09449,-0.48246,-0.05921,0.96082,-1.10702,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,-0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
0.49788,0.48246,-0.61113,0.96082,-0.31685,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
0.49788,-0.48246,-0.05921,0.96082,-0.31685,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1
1.09449,-0.48246,0.45468,0.96082,-0.31685,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,-0.48246,-1.7379,0.96082,-0.31685,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0
0.49788,-0.48246,-0.05921,0.96082,-0.31685,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0
-0.07854,-0.48246,-2.43591,0.96082,-0.31685,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
1.09449,-0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.49788,-0.48246,-1.7379,0.96082,-0.31685,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
0.49788,-0.48246,-0.61113,0.96082,-0.31685,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0
-0.07854,0.48246,-0.61113,0.96082,-0.31685,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
1.09449,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
0.49788,0.48246,-0.05921,0.96082,-0.31685,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1
1.09449,-0.48246,0.45468,0.96082,-0.31685,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0
1.09449,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,1.98437,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,-0.48246,-0.05921,0.96082,-0.50212,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.49788,0.48246,0.45468,0.96082,-0.50212,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,0.45468,0.96082,-0.31685,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
-0.07854,-0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.07854,0.48246,0.45468,0.96082,-0.31685,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1
-0.95197,-0.48246,-1.22751,0.24923,-0.31685,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0
0.49788,0.48246,0.45468,0.96082,-0.31685,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
-0.95197,0.48246,-0.61113,0.96082,-0.31685,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
1.09449,-0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1.82213,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.59171,-0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.07854,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,-0.48246,1.16365,-0.28519,-0.31685,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,-0.48246,0.45468,0.96082,-0.31685,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0
0.49788,-0.48246,-1.7379,-0.28519,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.49788,0.48246,1.16365,-0.28519,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,0.45468,0.96082,-1.10702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,-0.48246,-0.05921,0.96082,-0.31685,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0
1.09449,-0.48246,-1.22751,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,-0.48246,0.45468,0.96082,-1.10702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,-0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.07854,-0.48246,1.98437,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.49788,0.48246,-0.61113,0.96082,-0.31685,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
-0.07854,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.49788,0.48246,-1.43719,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,-0.48246,-0.05921,0.96082,-0.31685,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0
0.49788,-0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
0.49788,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,-0.48246,-0.05921,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.07854,0.48246,1.16365,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,-0.48246,1.16365,0.96082,-0.31685,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.07854,0.48246,-1.22751,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,-0.48246,-1.7379,0.96082,-0.31685,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.95197,-0.48246,0.45468,0.96082,-0.31685,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09449,-0.48246,-1.43719,0.96082,-0.31685,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
-0.95197,0.48246,-2.43591,0.96082,-0.31685,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0
1.09449,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
0.49788,-0.48246,-1.43719,0.96082,0.1144,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
-0.07854,-0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0
0.49788,0.48246,-0.05921,-0.57009,-0.31685,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
1.09449,-0.48246,-1.22751,0.96082,-0.31685,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0
0.49788,0.48246,-0.61113,-0.28519,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.07854,0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
0.49788,-0.48246,-0.61113,0.96082,-0.31685,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
0.49788,0.48246,-0.61113,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.95197,-0.48246,-1.22751,0.96082,-0.31685,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0
-0.95197,-0.48246,-0.61113,0.96082,-0.31685,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0
-0.07854,-0.48246,-0.61113,0.96082,-0.31685,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1
-0.07854,0.48246,1.98437,0.96082,-0.31685,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.07854,-0.48246,0.45468,0.96082,-0.31685,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.95197,-0.48246,-1.22751,0.96082,-0.31685,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0
-0.07854,-0.48246,-0.61113,0.96082,-0.31685,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.49788,-0.48246,-0.05921,0.96082,-0.31685,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
0.49788,0.48246,0.45468,0.96082,0.126,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.09449,0.48246,1.98437,-0.57009,-0.31685,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0
0.49788,-0.48246,0.45468,0.96082,-0.31685,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0
